image_path,label_fingers,x0,x4,x8,x12,x16,x20,y0,y4,y8,y12,y16,y20,z0,z4,z8,z12,z16,z20
dataset/0_46_jpg.rf.3197f91537ba5de6d9e1b123bb52e2fd.jpg,0,0.7553867101669312,0.501471996307373,0.6095478534698486,0.6092660427093506,0.6123751401901245,0.5937030911445618,0.43698394298553467,0.2769320607185364,0.28816553950309753,0.3344556391239166,0.3872458338737488,0.4378651976585388,-8.937769280237262e-07,-0.051434312015771866,-0.09628729522228241,-0.05879167467355728,-0.013131100684404373,-0.004290211480110884
dataset/1_22_jpg.rf.3bf1a8b0ae29b2c882339f74e32809d2.jpg,1,0.6218152642250061,0.4573560059070587,0.42898136377334595,0.5015888810157776,0.5093130469322205,0.44928404688835144,0.9057022333145142,0.6211643218994141,0.28683578968048096,0.6814379096031189,0.7619014382362366,0.7874292135238647,3.1996432880987413e-07,-0.2505323588848114,-0.19621993601322174,-0.2039242833852768,-0.1538442224264145,-0.12925490736961365
dataset/4_98_jpg.rf.1bd36cd06b31b0366e558e3d08d41544.jpg,4,0.39463937282562256,0.47323882579803467,0.35156476497650146,0.5463190674781799,0.7478768825531006,0.8664032220840454,0.7750592231750488,0.5240236520767212,0.15596473217010498,0.13762176036834717,0.2207391858100891,0.3707208037376404,6.971009725020849e-07,-0.12686128914356232,-0.1268010437488556,-0.13363896310329437,-0.18304362893104553,-0.18439598381519318
dataset/5_135_jpg.rf.e1dba2387500d1eff838c057a6a1efad.jpg,5,0.7552658915519714,0.8109043836593628,0.5400291681289673,0.3472491502761841,0.3209724724292755,0.30888834595680237,0.8679733276367188,0.445256769657135,0.16854265332221985,0.2894606590270996,0.38972634077072144,0.5913822650909424,1.1321019428578438e-06,-0.27376917004585266,-0.30357614159584045,-0.27061229944229126,-0.232742577791214,-0.2014632225036621
dataset/1_100_jpg.rf.fb7f8c0b12b096555afb6e8132aba9f9.jpg,1,0.6884188652038574,0.4684036672115326,0.3597250282764435,0.5221520066261292,0.5496426224708557,0.5018852949142456,0.8920672535896301,0.6280838847160339,0.30183470249176025,0.6705173850059509,0.7567251920700073,0.7947666645050049,2.815316406667989e-07,-0.2285953015089035,-0.18348881602287292,-0.17968270182609558,-0.1368991881608963,-0.12303867936134338
dataset/4_164_jpg.rf.5c20b09de797f8ca01408e3f5346de7b.jpg,4,0.6454110145568848,0.5766133666038513,0.7175519466400146,0.5142202973365784,0.3165457248687744,0.1855325996875763,0.9205435514450073,0.7007838487625122,0.29806268215179443,0.2766043245792389,0.36536920070648193,0.5066522359848022,1.432669364476169e-06,-0.17908844351768494,-0.20324279367923737,-0.1829543262720108,-0.19913142919540405,-0.1800347864627838
dataset/4_156_jpg.rf.9bc3ca88d5ae75cc9575b06c27b87377.jpg,4,0.4626592695713043,0.3700188398361206,0.5112333297729492,0.35803908109664917,0.30678167939186096,0.22945772111415863,0.8756822347640991,0.7449700832366943,0.2510979175567627,0.24525544047355652,0.3103357255458832,0.4779365658760071,1.0405655075373943e-06,-0.1675119698047638,-0.20994782447814941,-0.19745393097400665,-0.1859729290008545,-0.16243259608745575
dataset/1_26_jpg.rf.62b97347db8bdb53c918083b2de99262.jpg,1,0.5085250735282898,0.48548266291618347,0.4836452901363373,0.5073444247245789,0.47580814361572266,0.4184280037879944,0.7905511856079102,0.4865351617336273,0.26207566261291504,0.5931938886642456,0.6449507474899292,0.6524636149406433,-4.348207482962607e-08,-0.09248759597539902,-0.0788450613617897,-0.08663264662027359,-0.04641710966825485,-0.04166533797979355
dataset/0_116_jpg.rf.59a825b6895d9336e97af1f77cd9a0aa.jpg,0,0.6335972547531128,0.7810296416282654,0.7167650461196899,0.7307184934616089,0.7361415028572083,0.7545546293258667,0.7083069682121277,0.4830019474029541,0.5391594767570496,0.5892026424407959,0.6421066522598267,0.6872285604476929,-1.0124625759999617e-06,-0.047329701483249664,-0.06682606041431427,-0.04444471374154091,-0.020246271044015884,-0.018903467804193497
dataset/5_132_jpg.rf.5bafcc9cd1ffe34eca3db9faa3074f84.jpg,5,0.6100769639015198,0.9354771375656128,0.6048209071159363,0.47893911600112915,0.3534564971923828,0.2747752070426941,0.754497766494751,0.42490363121032715,0.12304067611694336,0.09695562720298767,0.18178968131542206,0.3199969530105591,8.896486178855412e-07,-0.1224689856171608,-0.11732933670282364,-0.12485165148973465,-0.14444409310817719,-0.14602412283420563
