image_path,label_fingers,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
dataset/1_140_jpg.rf.b8d6c0507ff4e453542543947e6f7aab.jpg,1,0.7348711490631104,0.5992689728736877,0.4870283305644989,0.517255425453186,0.619602382183075,0.49341222643852234,0.4140892028808594,0.3636440634727478,0.3263885974884033,0.6222783923149109,0.5961560606956482,0.605811357498169,0.6145544052124023,0.7494281530380249,0.7544551491737366,0.7355395555496216,0.7144379615783691,0.8682427406311035,0.8801009654998779,0.8403375148773193,0.7980412840843201,0.903917670249939,0.8791362643241882,0.7868021726608276,0.6826767921447754,0.6213681697845459,0.5909169912338257,0.4497688412666321,0.35507917404174805,0.27281466126441956,0.5806152820587158,0.4638203978538513,0.5610877871513367,0.634428858757019,0.6009063124656677,0.5422250628471375,0.6672130227088928,0.7357466220855713,0.6421011090278625,0.5959123969078064,0.6781718134880066,0.7267192006111145,6.641511873795025e-08,-0.10406727343797684,-0.16313651204109192,-0.21824483573436737,-0.268545001745224,-0.09493408352136612,-0.1913609653711319,-0.2532638609409332,-0.29778140783309937,-0.104648157954216,-0.2567804157733917,-0.3016389310359955,-0.293019562959671,-0.1270400881767273,-0.2761189341545105,-0.26344987750053406,-0.2114173322916031,-0.15871550142765045,-0.25642916560173035,-0.24040564894676208,-0.20304203033447266
dataset/4_169_jpg.rf.effa295fbe8d9e12f61056eea6759269.jpg,4,0.4310740530490875,0.35245147347450256,0.3156730532646179,0.39878031611442566,0.4917474687099457,0.3594370484352112,0.31953194737434387,0.2969188094139099,0.27714717388153076,0.4316171109676361,0.4284585416316986,0.4310910701751709,0.43463918566703796,0.4896032214164734,0.502816915512085,0.5102030634880066,0.5171037912368774,0.5439046621322632,0.5825589895248413,0.6057153940200806,0.623802900314331,0.8880215883255005,0.8458476066589355,0.7257763147354126,0.6538329124450684,0.6495794057846069,0.5596211552619934,0.4090116322040558,0.30457693338394165,0.2127913236618042,0.5437410473823547,0.3738703429698944,0.26162803173065186,0.1628311574459076,0.5726456046104431,0.41535723209381104,0.31078392267227173,0.22044098377227783,0.6330369114875793,0.5226237177848816,0.4501587450504303,0.3845084011554718,7.171682909756782e-07,-0.06170108914375305,-0.09339729696512222,-0.11554388701915741,-0.13992880284786224,-0.08945352584123611,-0.13447684049606323,-0.1709841638803482,-0.20140981674194336,-0.08759994059801102,-0.12550701200962067,-0.15759052336215973,-0.18316097557544708,-0.09081238508224487,-0.13025766611099243,-0.16298167407512665,-0.18687140941619873,-0.09874780476093292,-0.14134849607944489,-0.16516830027103424,-0.1817649006843567
dataset/5_85_jpg.rf.18a32e006e1caa37f01bc47791f5bb25.jpg,5,0.4227364659309387,0.2918940782546997,0.2140524983406067,0.15166619420051575,0.08196201920509338,0.4083935618400574,0.40955597162246704,0.4162445068359375,0.4245108664035797,0.5018840432167053,0.5336732864379883,0.5582512021064758,0.5770862102508545,0.5804594159126282,0.6417001485824585,0.6843826174736023,0.7203852534294128,0.6442863345146179,0.7229668498039246,0.775019109249115,0.8228942155838013,0.726029098033905,0.6489365696907043,0.5416395664215088,0.4614894688129425,0.41931480169296265,0.4274642765522003,0.32160836458206177,0.25920137763023376,0.20795072615146637,0.4327450096607208,0.3171118199825287,0.24739691615104675,0.19543534517288208,0.46218937635421753,0.3641873896121979,0.30325213074684143,0.25092753767967224,0.5084235668182373,0.44125601649284363,0.4013938903808594,0.36316606402397156,4.229860621762782e-07,-0.027316885069012642,-0.024665076285600662,-0.02488521859049797,-0.02584756352007389,0.039907343685626984,0.0399140790104866,0.025723973289132118,0.009452251717448235,0.027815984562039375,0.032581184059381485,0.019109131768345833,0.004122483544051647,0.0045448183082044125,-0.009918229654431343,-0.03382672742009163,-0.053536929190158844,-0.02346583642065525,-0.04736371338367462,-0.06366553902626038,-0.0771605521440506
dataset/4_174_jpg.rf.5fa4ebd6489909604dd1dc12dab4b5ea.jpg,4,0.4780398905277252,0.4098491668701172,0.3860980272293091,0.46062055230140686,0.5411918759346008,0.43588927388191223,0.4298831820487976,0.4308582544326782,0.43456465005874634,0.49902021884918213,0.4984584450721741,0.49905964732170105,0.4989560544490814,0.5525054931640625,0.5607699155807495,0.5592024922370911,0.557559072971344,0.6045148372650146,0.6332353949546814,0.6516743898391724,0.6668437123298645,0.8024147152900696,0.7722941637039185,0.7013497352600098,0.6679627299308777,0.6749338507652283,0.5492554306983948,0.414488822221756,0.3259718120098114,0.24232695996761322,0.5402758121490479,0.3951587378978729,0.30247795581817627,0.2133144736289978,0.5587257742881775,0.4235077500343323,0.33019840717315674,0.24586601555347443,0.5958830714225769,0.4874843955039978,0.41489478945732117,0.3494311571121216,7.908017778390786e-07,-0.07962751388549805,-0.13081441819667816,-0.17046202719211578,-0.2124420702457428,-0.12744486331939697,-0.18408294022083282,-0.22481665015220642,-0.2550961375236511,-0.11939339339733124,-0.170098677277565,-0.20550896227359772,-0.2323790043592453,-0.11627405136823654,-0.16234005987644196,-0.19319912791252136,-0.21479228138923645,-0.11951788514852524,-0.15960940718650818,-0.18145164847373962,-0.1972097009420395
dataset/3_76_jpg.rf.dbda3461d7caadfa2749f0dd78229f4b.jpg,3,0.440311461687088,0.35817795991897583,0.34260237216949463,0.4369698762893677,0.5435911417007446,0.4286578893661499,0.43288475275039673,0.44500842690467834,0.457016259431839,0.5085594058036804,0.543218195438385,0.5743861198425293,0.6003913879394531,0.569882333278656,0.6352044343948364,0.6735829710960388,0.7091090679168701,0.6174814701080322,0.6258899569511414,0.5762079358100891,0.5367119312286377,0.8236422538757324,0.7374903559684753,0.609332799911499,0.5384300947189331,0.5358245372772217,0.47743329405784607,0.3405649662017822,0.2563212513923645,0.18223091959953308,0.49307969212532043,0.3458346426486969,0.25726044178009033,0.1849398910999298,0.5409018397331238,0.42586684226989746,0.34598010778427124,0.2755367159843445,0.6176052689552307,0.5540265440940857,0.6028132438659668,0.6582624912261963,4.032947344967397e-07,-0.04693480208516121,-0.0563741959631443,-0.060016386210918427,-0.06504623591899872,-0.020226122811436653,-0.03569311648607254,-0.0507049523293972,-0.06773344427347183,-0.02868754416704178,-0.04863135889172554,-0.06897107511758804,-0.08309421688318253,-0.044992972165346146,-0.09354637563228607,-0.13627170026302338,-0.1632850170135498,-0.06372559070587158,-0.12262652069330215,-0.13784798979759216,-0.14478719234466553
dataset/4_55_jpg.rf.ee11bd41e8bebbd6772c5102f8c92f3e.jpg,4,0.32833486795425415,0.21959710121154785,0.18878847360610962,0.2858758568763733,0.40361669659614563,0.31854960322380066,0.3250427842140198,0.3295460343360901,0.3366296887397766,0.41304072737693787,0.45055124163627625,0.4743834137916565,0.49268031120300293,0.4851105213165283,0.5562326312065125,0.599793553352356,0.6336979866027832,0.5442327857017517,0.6274605989456177,0.6823594570159912,0.7299761772155762,0.8789903521537781,0.7822954058647156,0.6299194097518921,0.5357398390769958,0.554786741733551,0.47396400570869446,0.32516399025917053,0.2317841649055481,0.15718144178390503,0.4828096330165863,0.326425701379776,0.23026582598686218,0.15636640787124634,0.5251262784004211,0.39462465047836304,0.3092983663082123,0.24006368219852448,0.5925430059432983,0.5001778602600098,0.44251397252082825,0.39050257205963135,6.472279210356646e-07,-0.05066811293363571,-0.06498008966445923,-0.0766981989145279,-0.08750547468662262,-0.010254928842186928,-0.03082665428519249,-0.05608554556965828,-0.0805467888712883,-0.015193440951406956,-0.033007312566041946,-0.05900825932621956,-0.08020955324172974,-0.029968634247779846,-0.06038125976920128,-0.0952838584780693,-0.12025333195924759,-0.050629425793886185,-0.0843055471777916,-0.10628534853458405,-0.12255840748548508
dataset/0_174_jpg.rf.cfde94b4d3c61b7d7746f3a9bf7e8e5b.jpg,0,0.4565504789352417,0.33874988555908203,0.26375916600227356,0.28974413871765137,0.40067052841186523,0.4121204614639282,0.4553802013397217,0.4144875407218933,0.3922455906867981,0.5106192231178284,0.5491489171981812,0.4883005619049072,0.463014155626297,0.5979388952255249,0.6455854177474976,0.5719972848892212,0.5381622910499573,0.6723154783248901,0.704841136932373,0.6409419775009155,0.6031703948974609,0.7788645029067993,0.6642352342605591,0.5162737369537354,0.36114102602005005,0.360253244638443,0.3794666528701782,0.2953142523765564,0.4251483082771301,0.46606025099754333,0.41637927293777466,0.3287190794944763,0.475218266248703,0.49196600914001465,0.46601933240890503,0.38752320408821106,0.5163798332214355,0.5360220074653625,0.5324639081954956,0.4736998975276947,0.5583350658416748,0.5807498097419739,-1.6485406604260788e-06,-0.0713895931839943,-0.10813245922327042,-0.14256107807159424,-0.15758267045021057,-0.008443869650363922,-0.0909765288233757,-0.12705861032009125,-0.14295464754104614,-0.009945149533450603,-0.10276804119348526,-0.11854254454374313,-0.10867861658334732,-0.028587138280272484,-0.12042571604251862,-0.09133751690387726,-0.04849115386605263,-0.054521139711141586,-0.10094878077507019,-0.07253819704055786,-0.03910047933459282
dataset/4_158_jpg.rf.7ef30e011583f67ecf903587ecb93c87.jpg,4,0.6002777218818665,0.5290930271148682,0.5072919130325317,0.5948747396469116,0.6758031845092773,0.5090963840484619,0.4622752070426941,0.4388357400894165,0.42021042108535767,0.581866979598999,0.5817897319793701,0.5862778425216675,0.5894478559494019,0.6435897350311279,0.6534847617149353,0.6560659408569336,0.6565242409706116,0.7028028964996338,0.7385157942771912,0.7585963010787964,0.770572304725647,0.8339395523071289,0.7961618900299072,0.6966695785522461,0.6251589059829712,0.6062740683555603,0.5236209630966187,0.36998599767684937,0.26459431648254395,0.1719287931919098,0.5026828050613403,0.3266805112361908,0.20778895914554596,0.10054406523704529,0.5266796946525574,0.3651817739009857,0.2574199438095093,0.16002178192138672,0.583558201789856,0.46558263897895813,0.3852077126502991,0.3120986521244049,6.576528335244802e-07,-0.07162932306528091,-0.11010201275348663,-0.13789233565330505,-0.16551509499549866,-0.09918484091758728,-0.14915645122528076,-0.18639282882213593,-0.21521872282028198,-0.09470036625862122,-0.13699977099895477,-0.16870442032814026,-0.19274483621120453,-0.09631615877151489,-0.13974159955978394,-0.1718585193157196,-0.19363857805728912,-0.10345079749822617,-0.14501437544822693,-0.16693304479122162,-0.18148525059223175
dataset/2_38_jpg.rf.dce0cbb12d678d562eeba34f1367c064.jpg,2,0.49346837401390076,0.41586875915527344,0.3953324556350708,0.45286792516708374,0.5227289199829102,0.4606338143348694,0.4576127827167511,0.45880869030952454,0.4610810875892639,0.5185655355453491,0.5461691617965698,0.55712890625,0.569331169128418,0.5638549327850342,0.5862362384796143,0.5436351299285889,0.5195817351341248,0.6075235605239868,0.6041025519371033,0.5668935179710388,0.548110842704773,0.8415375351905823,0.774477481842041,0.6751940846443176,0.600273072719574,0.5853123664855957,0.6140315532684326,0.512740969657898,0.4525972008705139,0.4016296863555908,0.6211926937103271,0.5081873536109924,0.4397410750389099,0.38726913928985596,0.6484285593032837,0.5659717321395874,0.6239334940910339,0.6809095144271851,0.6902164220809937,0.6356379985809326,0.6796457171440125,0.7276555895805359,5.448796969176328e-07,-0.02377028949558735,-0.02534029632806778,-0.03182680532336235,-0.03597890958189964,0.029689988121390343,0.01478464063256979,0.002561938250437379,-0.007310128305107355,0.022232480347156525,-0.001841661985963583,-0.022221185266971588,-0.03217398002743721,0.007699483539909124,-0.04275434836745262,-0.050091806799173355,-0.03771042078733444,-0.008826135657727718,-0.0545453242957592,-0.05702050402760506,-0.046781133860349655
dataset/3_154_jpg.rf.c15d184abdff0774b53fbb583f5874b3.jpg,3,0.3690081834793091,0.29193297028541565,0.3225966691970825,0.4600866138935089,0.556410551071167,0.39251992106437683,0.41350406408309937,0.4358523190021515,0.45641574263572693,0.4807063341140747,0.5377991199493408,0.5828554034233093,0.6217796802520752,0.5466610193252563,0.6358638405799866,0.6870604753494263,0.7321933507919312,0.5987433195114136,0.6207274198532104,0.5662329196929932,0.5187758803367615,0.7669860124588013,0.6782364249229431,0.5472646951675415,0.49497097730636597,0.5199482440948486,0.46558088064193726,0.349398136138916,0.2722071409225464,0.21066802740097046,0.48431798815727234,0.3610704839229584,0.28216850757598877,0.21930746734142303,0.5241513252258301,0.4262951612472534,0.35116544365882874,0.28841108083724976,0.5852497220039368,0.531370997428894,0.5693609714508057,0.6196459531784058,6.162852628222026e-07,-0.0594298355281353,-0.055140770971775055,-0.04247733950614929,-0.03179958462715149,0.00850084237754345,0.005833345465362072,-0.004080324899405241,-0.01905052736401558,0.005169824697077274,0.003909548278898001,-0.016151849180459976,-0.03212449327111244,-0.010577093809843063,-0.056743212044239044,-0.12025418877601624,-0.16268332302570343,-0.030042000114917755,-0.09975870698690414,-0.12900198996067047,-0.14559213817119598
